study_id,control_round_1,intervention_round_1,d_round_1,control_round_2,intervention_round_2,d_round_2,control_round_3,intervention_round_3,d_round_3,control_round_4,intervention_round_4,d_round_4,control_round_5,intervention_round_5,d_round_5,control_round_6,intervention_round_6,d_round_6,control_round_7,intervention_round_7,d_round_7,control_round_8,intervention_round_8,d_round_8,control_round_9,intervention_round_9,d_round_9,control_round_10,intervention_round_10,d_round_10,control_round_11,intervention_round_11,d_round_11,control_round_12,intervention_round_12,d_round_12,control_round_13,intervention_round_13,d_round_13,control_round_14,intervention_round_14,d_round_14,control_round_15,intervention_round_15,d_round_15,control_round_16,intervention_round_16,d_round_16,control_round_17,intervention_round_17,d_round_17,control_round_18,intervention_round_18,d_round_18,control_round_19,intervention_round_19,d_round_19,control_round_20,intervention_round_20,d_round_20,control_round_21,intervention_round_21,d_round_21,control_round_22,intervention_round_22,d_round_22,control_round_23,intervention_round_23,d_round_23,control_round_24,intervention_round_24,d_round_24,control_round_25,intervention_round_25,d_round_25,control_round_26,intervention_round_26,d_round_26,control_round_27,intervention_round_27,d_round_27,control_round_28,intervention_round_28,d_round_28,control_round_29,intervention_round_29,d_round_29,control_round_30,intervention_round_30,d_round_30
Kesternich_1,0.2,0.28,0.1879024353974611,0.22,0.18,-0.10011246562549381,0.22,0.2,-0.049115308792222256,0.22,0.2,-0.049115308792222256,0.22,0.18,-0.10011246562549381,0.22,0.2,-0.049115308792222256,0.22,0.2,-0.049115308792222256,0.22,0.18,-0.10011246562549381,0.22,0.18,-0.10011246562549381,0.2,0.2,0.0,0.22,0.2,-0.049115308792222256,0.22,0.2,-0.049115308792222256,0.22,0.2,-0.049115308792222256,0.22,0.2,-0.049115308792222256,0.26,0.18,-0.193843553221968,0.24,0.18,-0.1476473149306119,0.22,0.2,-0.049115308792222256,0.2,0.18,-0.05099715683327155,0.22,0.18,-0.10011246562549381,0.2,0.18,-0.05099715683327155,0.2,0.18,-0.05099715683327155,0.2,0.18,-0.05099715683327155,0.2,0.18,-0.05099715683327155,0.2,0.18,-0.05099715683327155,0.2,0.18,-0.05099715683327155,0.22,0.18,-0.10011246562549381,0.2,0.18,-0.05099715683327155,0.2,0.18,-0.05099715683327155,0.2,0.18,-0.05099715683327155,0.2,0.18,-0.05099715683327155
Klotz_1,25.4,44.3,1.8859150673747969,24.5,35.78,1.2931167473762528,24.48,33.5,0.9987693635479468,24.08,31.52,0.8131467164631082,23.92,30.3,0.7187266627637853,24.02,30.18,0.6753860331943004,24.0,30.14,0.6817920507766745,24.2,30.36,0.6943324217557331,24.26,30.38,0.6959003361723519,24.16,30.14,0.6645809244330358,24.04,30.02,0.6676100190374886,24.06,30.1,0.6732637719661245,24.14,30.08,0.6569573010405554,24.04,29.8,0.6362471268918647,23.88,30.02,0.6670078419631777,24.04,29.69,0.6198874912198946,24.16,29.65,0.6184788352642941,23.96,29.62,0.6168190155770058,24.14,29.46,0.5874065472899543,24.17,29.47,0.5842697189231313,24.1,29.39,0.5795444606100878,23.95,29.456,0.5996560627032159,24.088,29.384,0.5762388040036945,24.17,29.37,0.5681535161156338,24.31,29.15,0.5327817906818486,24.17,29.3,0.5623546609382215,24.15,29.33,0.5712563654931672,24.24,29.35,0.5625839600447508,24.36,29.45,0.5534635832869695,24.592,29.41,0.5274363294573695
Klotz_2,23.8,37.7,2.077159215550147,24.68,34.58,1.2979872504201515,25.1,32.22,0.8419039032526731,25.3,31.46,0.6723185791775712,25.58,30.1,0.45723975638964104,25.86,29.6,0.3550500485136381,25.58,29.22,0.3507107655399674,26.06,29.08,0.28429673342395123,25.78,29.36,0.34474470733993595,25.54,29.18,0.3471924566853982,25.74,29.24,0.33712641886181804,25.7,29.24,0.32773620669891373,25.66,29.22,0.3364834288986452,25.74,29.22,0.32724972479583553,25.74,29.16,0.3180101823176657,25.64,29.36,0.3566614668064166,25.72,29.16,0.322087512474798,25.78,29.3,0.33442534391763745,25.68,29.15,0.3280784515695301,25.66,29.19,0.33072337787764633,25.7,29.1,0.31862460941391363,25.86,29.09,0.3045153748240746,25.78,29.15,0.3137713756917482,25.82,29.15,0.3120296703528759,25.96,29.01,0.28216750931697365,25.9,29.09,0.2888048630573429,26.22,29.12,0.26430745724045246,26.26,29.14,0.2582479058828953,26.26,29.0,0.24640299156499226,26.2,28.98,0.24772749543469652
Larrick_1,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.98,-0.28379410920832715,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.94,1.0,0.49493412634089573,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.94,-0.49493412634089573,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
Lofgren_1,0.16,0.24,0.2009116839639764,0.28,0.2,-0.1879024353974611,0.28,0.22,-0.13878712660523884,0.3,0.22,-0.18286895393357405,0.28,0.22,-0.13878712660523884,0.32,0.22,-0.2261179065644222,0.3,0.22,-0.18286895393357405,0.28,0.22,-0.13878712660523884,0.3,0.22,-0.18286895393357405,0.3,0.22,-0.18286895393357405,0.3,0.22,-0.18286895393357405,0.3,0.22,-0.18286895393357405,0.3,0.22,-0.18286895393357405,0.28,0.22,-0.13878712660523884,0.26,0.22,-0.0937310875964742,0.3,0.18,-0.28298141955906786,0.3,0.2,-0.2319842627257963,0.3,0.22,-0.18286895393357405,0.28,0.22,-0.13878712660523884,0.28,0.22,-0.13878712660523884,0.3,0.22,-0.18286895393357405,0.3,0.22,-0.18286895393357405,0.3,0.22,-0.18286895393357405,0.3,0.2,-0.2319842627257963,0.28,0.22,-0.13878712660523884,0.3,0.22,-0.18286895393357405,0.3,0.22,-0.18286895393357405,0.3,0.22,-0.18286895393357405,0.3,0.22,-0.18286895393357405,0.3,0.22,-0.18286895393357405
Lofgren_2,0.24,0.34,0.2211214634013141,0.3,0.22,-0.18286895393357405,0.36,0.22,-0.3105916907927343,0.36,0.16,-0.4639685254515926,0.36,0.18,-0.4107041564182281,0.34,0.14,-0.4780728316384,0.36,0.16,-0.4639685254515926,0.36,0.16,-0.4639685254515926,0.34,0.18,-0.368768778331926,0.36,0.16,-0.4639685254515926,0.36,0.18,-0.4107041564182281,0.38,0.18,-0.4521324145875927,0.36,0.18,-0.4107041564182281,0.36,0.18,-0.4107041564182281,0.36,0.18,-0.4107041564182281,0.36,0.18,-0.4107041564182281,0.34,0.18,-0.368768778331926,0.36,0.18,-0.4107041564182281,0.36,0.18,-0.4107041564182281,0.36,0.18,-0.4107041564182281,0.38,0.18,-0.4521324145875927,0.38,0.18,-0.4521324145875927,0.36,0.18,-0.4107041564182281,0.38,0.18,-0.4521324145875927,0.36,0.18,-0.4107041564182281,0.34,0.18,-0.368768778331926,0.36,0.18,-0.4107041564182281,0.36,0.18,-0.4107041564182281,0.36,0.18,-0.4107041564182281,0.36,0.18,-0.4107041564182281
Marek_1,22.68,26.44,0.587271811704311,21.76,19.24,-0.38695750107182064,20.38,15.38,-0.8622206714516344,20.38,13.06,-1.2113441327497492,20.58,11.18,-1.544592427714011,20.04,9.54,-1.695074457480802,20.0,8.72,-1.8978137460013054,20.04,8.14,-2.0347538607129567,20.14,7.64,-2.2007652016546153,20.12,7.52,-2.1982234303880084,20.06,7.12,-2.3217628433934663,20.06,6.8,-2.386749245586303,20.4,6.52,-2.5118105239483994,20.48,6.22,-2.553174992881327,20.32,6.24,-2.5680254380308214,20.44,6.86,-2.3163535448400867,20.6,6.08,-2.5332222813975767,20.78,6.28,-2.610013529492954,20.44,5.92,-2.6719626977023694,20.9,5.98,-2.7534405507690556,20.64,6.36,-2.3550856352569958,20.82,5.9,-2.7570839631021333,20.8,5.94,-2.6971276479676596,20.64,5.9,-2.70311334924166,20.62,6.12,-2.426639961911736,20.8,5.78,-2.73734333856128,20.64,5.78,-2.7056541773824354,21.28,5.8,-2.8156949524306447,20.86,5.66,-2.8219535806791707,21.78,5.78,-3.2445645595240444
McCaul_1,16.24,21.92,0.3841160443388881,14.74,36.7,0.7098428258526578,18.02,48.32,0.6421204343093178,14.22,54.42,0.6140499675052679,18.46,76.24,0.5441947358661909,26.58,103.22,0.5174514757717295,14.54,47.62,0.696664173309911,18.08,88.86,0.4201340056362739,17.48,78.72,0.4499823524637498,16.94,45.64,0.6584154829900769,14.62,45.82,0.7452380760173188,17.1,44.62,0.6453351836038789,14.34,44.5,0.7541545982999918,14.32,44.68,0.7603255183436068,14.28,44.96,0.7679752817810497,17.0,58.62,0.6570936316778194,14.26,69.96,0.5263947768036044,14.46,63.56,0.6137623595291009,17.28,59.12,0.5124583443466584,14.58,46.1,0.7730563281883522,14.62,47.18,0.8071083655250186,14.74,46.48,0.7869276423600102,14.42,46.38,0.7830424129522265,14.44,47.24,0.7930372727302298,14.46,46.96,0.7939264680767741,14.44,46.86,0.7940589297171218,14.52,47.1,0.7952644265776815,14.42,47.02,0.7960184103923199,14.36,47.04,0.7980925478442196,14.56,65.54,0.49133236456406576
McCaul_2,17.72,38.42,1.8765825121791828,17.04,38.06,1.0328126914350209,18.46,39.76,0.7465386913208513,27.5,65.8,0.3711953482948129,22.66,74.72,0.49965355428151614,31.08,60.98,0.3374913982129199,32.0,53.32,0.2708612739452082,21.18,73.56,0.5727427773594063,21.92,46.7,0.5456009594101625,21.62,38.28,0.5013981339125715,22.32,38.38,0.4974855944920046,21.78,53.74,0.35756313699025705,22.18,36.5,0.465598727759618,22.6,47.56,0.46671361495324787,24.58,37.56,0.38740633066337976,22.5,45.3,0.43555944495463245,29.32,36.52,0.15281382157295628,22.84,36.78,0.44826764403603586,22.64,37.0,0.4671522232213537,26.08,37.08,0.31672313681035524,22.96,37.38,0.46188767109874196,22.96,40.26,0.5160449255281162,22.86,39.88,0.5248985325995053,22.98,37.6,0.47077141743873313,22.88,37.72,0.47769791445978455,23.04,38.08,0.48297744914079777,23.02,38.14,0.48558889100526814,23.02,37.92,0.4797477661588271,25.64,52.44,0.3332801590217846,23.06,38.36,0.4901554604061272
Meng_1,0.68,0.9,0.5590273245649722,0.72,0.76,0.09125227730012053,0.74,0.76,0.04619623829135566,0.74,0.76,0.04619623829135566,0.74,0.74,0.0,0.72,0.74,0.04505603900876487,0.76,0.74,-0.04619623829135566,0.76,0.76,0.0,0.76,0.76,0.0,0.76,0.76,0.0,0.76,0.76,0.0,0.76,0.76,0.0,0.76,0.76,0.0,0.76,0.76,0.0,0.76,0.76,0.0,0.76,0.76,0.0,0.76,0.76,0.0,0.76,0.76,0.0,0.76,0.76,0.0,0.76,0.76,0.0,0.76,0.76,0.0,0.76,0.76,0.0,0.76,0.76,0.0,0.78,0.76,-0.04753484930511842,0.76,0.76,0.0,0.76,0.76,0.0,0.76,0.76,0.0,0.76,0.76,0.0,0.76,0.76,0.0,0.76,0.76,0.0
Nelson_1,0.44,0.54,0.200375462428447,0.46,0.64,0.3638796892419869,0.46,0.6,0.2814435008239897,0.46,0.58,0.24077623298556938,0.46,0.6,0.2814435008239897,0.46,0.58,0.24077623298556938,0.46,0.58,0.24077623298556938,0.46,0.56,0.20037546242844706,0.46,0.56,0.20037546242844706,0.46,0.56,0.20037546242844706,0.46,0.56,0.20037546242844706,0.46,0.56,0.20037546242844706,0.48,0.56,0.16030055674877697,0.48,0.56,0.16030055674877697,0.48,0.56,0.16030055674877697,0.48,0.56,0.16030055674877697,0.48,0.56,0.16030055674877697,0.48,0.56,0.16030055674877697,0.48,0.54,0.12009625438764782,0.48,0.56,0.16030055674877697,0.48,0.56,0.16030055674877697,0.48,0.56,0.16030055674877697,0.48,0.56,0.16030055674877697,0.48,0.56,0.16030055674877697,0.48,0.56,0.16030055674877697,0.48,0.54,0.12009625438764782,0.48,0.54,0.12009625438764782,0.48,0.56,0.16030055674877697,0.48,0.54,0.12009625438764782,0.48,0.54,0.12009625438764782
Nelson_2,0.4,0.64,0.4851520299986587,0.48,0.48,0.0,0.48,0.5,0.04001067435398897,0.48,0.48,0.0,0.48,0.48,0.0,0.52,0.48,-0.08002134870797795,0.48,0.48,0.0,0.48,0.48,0.0,0.48,0.48,0.0,0.48,0.48,0.0,0.48,0.48,0.0,0.48,0.48,0.0,0.48,0.48,0.0,0.48,0.48,0.0,0.48,0.48,0.0,0.48,0.48,0.0,0.48,0.48,0.0,0.48,0.48,0.0,0.48,0.48,0.0,0.48,0.48,0.0,0.48,0.48,0.0,0.48,0.48,0.0,0.48,0.48,0.0,0.48,0.48,0.0,0.48,0.48,0.0,0.48,0.48,0.0,0.48,0.48,0.0,0.48,0.48,0.0,0.48,0.48,0.0,0.48,0.48,0.0
Nelson_3,0.34,0.58,0.4864201402465404,0.44,0.5,0.12028988239478822,0.46,0.42,-0.08060507291825192,0.46,0.44,-0.04020430236112915,0.46,0.46,0.0,0.46,0.44,-0.04020430236112915,0.46,0.44,-0.04020430236112915,0.48,0.44,-0.08027920804079924,0.46,0.44,-0.04020430236112915,0.46,0.44,-0.04020430236112915,0.46,0.44,-0.04020430236112915,0.46,0.44,-0.04020430236112915,0.46,0.44,-0.04020430236112915,0.46,0.44,-0.04020430236112915,0.46,0.44,-0.04020430236112915,0.46,0.44,-0.04020430236112915,0.46,0.44,-0.04020430236112915,0.46,0.44,-0.04020430236112915,0.46,0.42,-0.08060507291825192,0.46,0.44,-0.04020430236112915,0.46,0.44,-0.04020430236112915,0.46,0.42,-0.08060507291825192,0.46,0.44,-0.04020430236112915,0.46,0.44,-0.04020430236112915,0.46,0.44,-0.04020430236112915,0.46,0.44,-0.04020430236112915,0.46,0.44,-0.04020430236112915,0.46,0.44,-0.04020430236112915,0.46,0.44,-0.04020430236112915,0.46,0.44,-0.04020430236112915
Shealy_1,52.24,69.3,1.219727059071498,57.34,64.9,0.6041843907946416,57.5,64.66,0.5450769937042377,58.24,64.7,0.501553276295832,58.68,64.5,0.45828279338222094,58.92,64.7,0.4524388466478056,58.66,64.8,0.4720338769317763,59.08,64.64,0.42894768097533154,58.96,64.74,0.44953418931481653,58.96,64.78,0.44709207067894524,58.9,64.76,0.4501225862817026,58.96,64.92,0.4607540417281489,59.13,64.8,0.4377371702462868,59.16,64.84,0.43716809909317444,59.2,64.82,0.4324724925414653,59.23,64.84,0.42861978598127976,59.22,64.9,0.43725215630986497,59.27,64.86,0.4288026064349347,59.38,64.82,0.4165648797440898,59.52,64.86,0.41188363490110547,59.44,64.84,0.41367668558363385,59.59,64.9,0.4066566193360049,59.6,64.96,0.41158862434824267,59.58,64.96,0.4095644240978343,59.8,64.9,0.38689669255384684,59.692,64.85,0.39378305397613317,59.776,64.86,0.3856053351128816,59.81399999999999,64.92,0.3871729658677539,59.96,64.94,0.3785917972028489,59.9,64.9,0.3791713405088718
Shealy_2,54.6,109.3,1.1874980654373066,80.5,106.22,0.6636879169332309,80.46,105.52,0.6113106192507196,81.36,105.62,0.5902128790714821,81.5,104.6,0.5611463676275907,81.94,103.48,0.5084854569606995,81.88,104.1,0.5279922434091838,82.62,103.72,0.4948638008905653,81.72,103.02,0.4886252571035139,81.66,102.94,0.4987716892765804,81.7,103.2,0.5047402184116528,83.84,103.3,0.46127635550006446,81.64,103.26,0.5053332983974238,81.6,103.24,0.5053277552058782,81.7,103.08,0.49728041333328793,81.54,103.24,0.508505420233886,81.6,103.22,0.5063059573076687,81.5,103.22,0.5095861635449309,81.52,103.18,0.5058528567043131,81.72,103.24,0.5027576991944394,81.52,103.2,0.5065305441682805,81.52,103.12,0.5034105716201225,81.68,103.18,0.5019201166633888,81.48,103.18,0.5063560354711748,81.62,103.18,0.5029002342291482,81.5,103.24,0.5081544256857674,81.58,103.16,0.5032050990577164,81.56,103.18,0.5040248585028815,81.64,103.2,0.5025733816899657,81.68,103.18,0.5016133591461049
Shealy_3,112.46,115.32,0.1428846817346562,115.02,116.36,0.07471969076117417,115.62,117.14,0.08121687815985264,115.94,117.28,0.071398545124331,116.52,118.1,0.08209165033116443,116.54,117.98,0.07347356431781946,116.36,118.4,0.10307914449047131,116.2,118.6,0.11871679838302619,116.48,118.64,0.10466989370767289,116.52,118.32,0.08750489527960374,116.6,118.46,0.08912957087353882,116.52,118.32,0.08623125153767824,116.54,118.24,0.08038931373889203,116.48,118.16,0.07848096435752608,116.4,118.72,0.11300679190811419,116.42,118.64,0.10691376904147883,116.48,118.6,0.10116740703321032,116.3,118.72,0.11559897921773946,116.3,118.56,0.10788545807008498,116.56,118.58,0.09635056924097969,116.58,118.5,0.09163374624287336,116.42,118.6,0.10352941177701237,116.46,118.64,0.10411600144111706,116.46,118.66,0.10478659015112167,116.6,118.72,0.10129034488745062,116.38,118.64,0.10803065217845292,116.5,118.68,0.1043086568221464,116.46,118.68,0.10612355407196494,116.42,118.68,0.10825583198332386,116.38,118.74,0.11334573553140971
Stikvoort_1,0.54,0.48,-0.1200962543876478,0.5,0.54,0.08008558003365884,0.5,0.52,0.04001067435398897,0.54,0.52,-0.04007490567966987,0.52,0.52,0.0,0.52,0.52,0.0,0.52,0.52,0.0,0.52,0.52,0.0,0.52,0.52,0.0,0.52,0.52,0.0,0.52,0.52,0.0,0.52,0.52,0.0,0.52,0.52,0.0,0.52,0.52,0.0,0.52,0.52,0.0,0.52,0.52,0.0,0.52,0.52,0.0,0.52,0.5,-0.04001067435398897,0.52,0.52,0.0,0.52,0.52,0.0,0.52,0.52,0.0,0.52,0.52,0.0,0.52,0.52,0.0,0.52,0.52,0.0,0.52,0.52,0.0,0.52,0.52,0.0,0.52,0.52,0.0,0.52,0.52,0.0,0.52,0.52,0.0,0.52,0.52,0.0
Yeomans_1,0.72,0.88,0.4077144416197304,0.66,0.78,0.2686563127064321,0.7,0.78,0.18286895393357416,0.72,0.74,0.04505603900876487,0.7,0.76,0.13533410462845574,0.7,0.78,0.18286895393357416,0.7,0.76,0.13533410462845574,0.7,0.78,0.18286895393357416,0.72,0.78,0.13878712660523895,0.72,0.76,0.09125227730012053,0.7,0.76,0.13533410462845574,0.7,0.76,0.13533410462845574,0.7,0.76,0.13533410462845574,0.7,0.76,0.13533410462845574,0.7,0.76,0.13533410462845574,0.68,0.76,0.17858305725930368,0.7,0.76,0.13533410462845574,0.72,0.76,0.09125227730012053,0.7,0.76,0.13533410462845574,0.72,0.76,0.09125227730012053,0.7,0.76,0.13533410462845574,0.68,0.76,0.17858305725930368,0.7,0.76,0.13533410462845574,0.7,0.76,0.13533410462845574,0.7,0.76,0.13533410462845574,0.68,0.76,0.17858305725930368,0.68,0.76,0.17858305725930368,0.66,0.78,0.2686563127064321,0.68,0.76,0.17858305725930368,0.66,0.76,0.22112146340131367
Yeomans_2,0.72,0.76,0.0912522773001205,0.76,0.84,0.20091168396397663,0.78,0.84,0.1533768346588582,0.74,0.88,0.3626584026109656,0.78,0.84,0.1533768346588582,0.78,0.84,0.1533768346588582,0.78,0.84,0.1533768346588582,0.78,0.84,0.1533768346588582,0.78,0.84,0.1533768346588582,0.78,0.84,0.1533768346588582,0.8,0.84,0.10426152586663617,0.78,0.84,0.1533768346588582,0.78,0.84,0.1533768346588582,0.78,0.84,0.1533768346588582,0.78,0.84,0.1533768346588582,0.78,0.84,0.1533768346588582,0.78,0.84,0.1533768346588582,0.78,0.84,0.1533768346588582,0.78,0.84,0.1533768346588582,0.78,0.84,0.1533768346588582,0.78,0.84,0.1533768346588582,0.78,0.84,0.1533768346588582,0.78,0.84,0.1533768346588582,0.78,0.84,0.1533768346588582,0.8,0.84,0.10426152586663617,0.78,0.84,0.1533768346588582,0.78,0.84,0.1533768346588582,0.78,0.84,0.1533768346588582,0.78,0.84,0.1533768346588582,0.78,0.84,0.1533768346588582
Yeomans_3,1.0,0.94,-0.4949341263408957,1.0,0.92,-0.5735131044230966,1.0,0.94,-0.49493412634089573,1.0,0.94,-0.49493412634089573,1.0,0.94,-0.49493412634089573,1.0,0.94,-0.49493412634089573,1.0,0.94,-0.49493412634089573,1.0,0.94,-0.49493412634089573,1.0,0.94,-0.49493412634089573,1.0,0.94,-0.49493412634089573,1.0,0.94,-0.49493412634089573,1.0,0.94,-0.49493412634089573,1.0,0.94,-0.49493412634089573,1.0,0.94,-0.49493412634089573,1.0,0.94,-0.49493412634089573,1.0,0.94,-0.49493412634089573,1.0,0.94,-0.49493412634089573,1.0,0.94,-0.49493412634089573,1.0,0.94,-0.49493412634089573,1.0,0.94,-0.49493412634089573,1.0,0.94,-0.49493412634089573,1.0,0.94,-0.49493412634089573,1.0,0.94,-0.49493412634089573,1.0,0.94,-0.49493412634089573,1.0,0.94,-0.49493412634089573,1.0,0.94,-0.49493412634089573,1.0,0.94,-0.49493412634089573,1.0,0.94,-0.49493412634089573,1.0,0.94,-0.49493412634089573,1.0,0.94,-0.49493412634089573
